Rank,Title,Status,Study Results,Conditions,Interventions,Sponsor/Collaborators,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Phases,Funded Bys,Study Type,Start Date,Completion Date,URL
66,Phase 4 Study to Demonstrate Prognostic Usefulness of AdreView™ Scintigraphy for Identifying Subjects With Heart Failure Who Will Experience Death During 60 Months Follow-up.,Completed,Has Results,Heart Failure (HF),,"GE Healthcare|H2O Clinical LLC|Quintiles, Inc.",GE Healthcare,H2O Clinical LLC,"Quintiles, Inc.",,,,,,Industry,Observational,2/14/2019,4/16/2019,https://ClinicalTrials.gov/show/NCT02127307
67,Evaluate Effect of Optison on Pulmonary Artery Systolic Pressure (PASP) and Pulmonary Vascular Resistance (PVR).,Completed,Has Results,Pulmonary Hypertension,Drug: Optison (Perflutren Protein-Type A Microspheres Injectable Suspension)|Drug: Dextrose,GE Healthcare|ICON Clinical Research,GE Healthcare,ICON Clinical Research,,,,,,Phase 4,Industry,Interventional,3/9/2019,7/10/2019,https://ClinicalTrials.gov/show/NCT00878878
68,Re-Read Study to Compare the Brain Uptake of [18F]Flutemetamol With Brain Neuritic Plaque Density Determined Postmortem,Completed,Has Results,Cognitive Impairment,,GE Healthcare|Covance|H2O Clinical LLC,GE Healthcare,Covance,H2O Clinical LLC,,,,,,Industry,Observational,9/13/2019,2/14/2019,https://ClinicalTrials.gov/show/NCT02090855
69,A Study to Evaluate the Efficacy and Tolerability of Topical Therapies for the Condition of Plaque-Type Psoriasis,Completed,Has Results,Plaque-Type Psoriasis,Drug: Olux-E Foam|Drug: Clobex lotion,"Stiefel, a GSK Company|GlaxoSmithKline","Stiefel, a GSK Company",GlaxoSmithKline,,,,,,Phase 4,Industry,Interventional,3/9/2019,8/9/2019,https://ClinicalTrials.gov/show/NCT00852761
70,"Study to Determine the Safety, Tolerability and Pharmacokinetics of UV-4B Solution Administered Orally in Healthy Subjects",Completed,Has Results,Viral Infection,Drug: UV-4B 3 mg|Drug: UV-4B 10 mg|Drug: UV-4B 30 mg|Drug: UV-4B 90 mg|Drug: UV-4B 180 mg|Drug: UV-4B 360 mg|Drug: UV-4B 720 mg|Drug: UV-4B 1000 mg|Drug: Placebo,"Unither Virology|Quintiles, Inc.|Emergent BioSolutions",Unither Virology,"Quintiles, Inc.",Emergent BioSolutions,,,,,Phase 1,Industry,Interventional,7/14/2019,9/15/2019,https://ClinicalTrials.gov/show/NCT02061358
71,"Study to Evaluate Safety, Efficacy and Tolerability of Clobetasol Propionate for Chronic Hand Dermatitis",Completed,Has Results,Hand Dermatosis,Drug: clobetasol propionate,"Stiefel, a GSK Company|GlaxoSmithKline","Stiefel, a GSK Company",GlaxoSmithKline,,,,,,Phase 4,Industry,Interventional,10/8/2019,1/9/2019,https://ClinicalTrials.gov/show/NCT00828464
72,Safety and Efficacy of LCP-Tacro™ Once Daily in Stable Renal Transplant Patients Converted From Prograf® Twice Daily,Completed,Has Results,Renal Failure,Drug: LCP-Tacro|Drug: Prograf,Veloxis Pharmaceuticals|PPD,Veloxis Pharmaceuticals,PPD,,,,,,Phase 3,Industry,Interventional,12/8/2019,2/11/2019,https://ClinicalTrials.gov/show/NCT00817206
73,A Study to Evaluate How VI-0521 Affect Psychomotor Performance in Healthy Overweight and Obese Subjects.,Completed,Has Results,Overweight|Obesity,Drug: VI-0521|Drug: Placebo|Other: Alcohol|Other: alcohol placebo,"VIVUS, Inc.|MDS Pharma Services","VIVUS, Inc.",MDS Pharma Services,,,,,,Phase 2,Industry,Interventional,12/8/2019,5/9/2019,https://ClinicalTrials.gov/show/NCT00806260
74,Study of the Progression of Bacterial Conjunctivitis Symptoms Upon Antibiotic Treatment,Completed,Has Results,Bacterial Conjunctivitis,Drug: Vigamox Ophthalmic Solution|Drug: BSS placebo,Alcon Research|Topical Solutions Ltd.,Alcon Research,Topical Solutions Ltd.,,,,,,Phase 4,Industry,Interventional,10/8/2019,2/9/2019,https://ClinicalTrials.gov/show/NCT00798577
75,Compare Rates of Agreement Between Clinical Diagnosis and Visual Assessment of DaTscan™ Images in Non-Caucasian and Caucasian Subjects With Parkinson's Disease (PD) or Essential Tremor (ET),Completed,Has Results,Essential Tremor|Parkinson's Disease,Other: DaTscan™ - Non-Caucasian Participants|Other: DaTscan™ - Caucasian Participants,"GE Healthcare|H2O Clinical LLC|Quintiles, Inc.",GE Healthcare,H2O Clinical LLC,"Quintiles, Inc.",,,,,,Industry,Observational,7/30/2013,5/16/2019,https://ClinicalTrials.gov/show/NCT01952678
76,"Open-label, Test-retest Study Assessing Reproducibility of Quantitative Measurements of Myocardial Uptake of AdreView.",Completed,Has Results,"Heart Failure (HF)|Ventricular Dysfunction, Left",Drug: AdreView (Iobenguane I 123 Injection),"GE Healthcare|H2O Clinical LLC|Quintiles, Inc.",GE Healthcare,H2O Clinical LLC,"Quintiles, Inc.",,,,,Phase 4,Industry,Interventional,8/13/2019,2/14/2019,https://ClinicalTrials.gov/show/NCT01936649
77,Comparison of the Effect of Exenatide Versus Sitagliptin on 24-hour Average Glucose in Patients With Type 2 Diabetes on Metformin or a Thiazolidinedione,Completed,Has Results,Type 2 Diabetes Mellitus,Drug: exenatide|Drug: sitagliptin|Drug: placebo,AstraZeneca|Eli Lilly and Company,AstraZeneca,Eli Lilly and Company,,,,,,Phase 4,Industry,Interventional,8/8/2019,10/9/2019,https://ClinicalTrials.gov/show/NCT00729326
78,DuraSeal Sealant Post Market Study,Completed,Has Results,Elective Cranial Procedures With Dural Incision,Device: DuraSeal Dural Sealant System|Other: Standard of Care,Integra LifeSciences Corporation|Medtronic - MITG,Integra LifeSciences Corporation,Medtronic - MITG,,,,,,Not Applicable,Industry,Interventional,9/5/2019,5/9/2019,https://ClinicalTrials.gov/show/NCT00704340
79,"A Study of Carboplatin and DOXIL Plus Bevacizumab in Patients With Platinum Sensitive Recurrent Ovarian, Fallopian Tube and Primary Peritoneal Cancers",Completed,Has Results,Ovarian Neoplasms|Fallopian Tube Neoplasms|Peritoneal Neoplasms,Drug: doxorubicin HCL liposome; bevacizumab; carboplatin,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.|Centocor Ortho Biotech Services, L.L.C.","Johnson & Johnson Pharmaceutical Research & Development, L.L.C.","Centocor Ortho Biotech Services, L.L.C.",,,,,,Phase 2,Industry,Interventional,8/8/2019,10/10/2019,https://ClinicalTrials.gov/show/NCT00698451
80,Study of MAP0010 in Asthmatic Children and Adolescents,Completed,Has Results,Asthma,Drug: MAP0010 low dose|Drug: MAP0010 high dose|Drug: Placebo,"Allergan|MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",Allergan,"MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",,,,,,Phase 2,Industry,Interventional,7/6/2019,12/6/2019,https://ClinicalTrials.gov/show/NCT00697801
81,A Study To Evaluate An Interaction Between Maraviroc And Raltegravir In Healthy Subjects,Completed,Has Results,Healthy,Drug: Maraviroc|Drug: Raltegravir,ViiV Healthcare|Pfizer,ViiV Healthcare,Pfizer,,,,,,Phase 4,Industry,Interventional,2/8/2019,3/8/2019,https://ClinicalTrials.gov/show/NCT00666705
82,Open-Label Study of the Long Term Safety of Pirfenidone in Patients With Idiopathic Pulmonary Fibrosis (IPF),Completed,Has Results,Idiopathic Pulmonary Fibrosis,Drug: pirfenidone,"Genentech, Inc.|Hoffmann-La Roche","Genentech, Inc.",Hoffmann-La Roche,,,,,,Phase 3,Industry,Interventional,8/8/2019,2/16/2019,https://ClinicalTrials.gov/show/NCT00662038
83,Study of Subcutaneous Hydration Enabled by Human Recombinant Hyaluronidase (Hylenex),Completed,Has Results,Healthy,Drug: recombinant human hyaluronidase,Halozyme Therapeutics|Baxter Healthcare Corporation,Halozyme Therapeutics,Baxter Healthcare Corporation,,,,,,Phase 4,Industry,Interventional,12/7/2019,1/30/2008,https://ClinicalTrials.gov/show/NCT00656370
84,Molecule Removal and Ease of Use: A Comparison of Two Different Dialyzers,Completed,Has Results,Chronic Kidney Disease,Device: Polyflux 210H dialyzer|Device: Polyflux HD-C4,"Baxter Healthcare Corporation|Gambro Renal Products, Inc.",Baxter Healthcare Corporation,"Gambro Renal Products, Inc.",,,,,,Not Applicable,Industry,Interventional,2/8/2019,3/9/2019,https://ClinicalTrials.gov/show/NCT00636389
85,Phase 3 Study of MAP0004 in Adult Migraineurs,Completed,Has Results,Migraine Disorders,Drug: MAP0004|Drug: Placebo,"Allergan|MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",Allergan,"MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",,,,,,Phase 3,Industry,Interventional,7/8/2019,1/11/2019,https://ClinicalTrials.gov/show/NCT00623636
86,Staccato Prochlorperazine Single Dose PK Study,Completed,Has Results,Migraine,Drug: Prochlorperazine 0.5 mg IV over 5 sec|Drug: Inhaled prochlorperazine 0.625 mg|Drug: Inhaled prochlorperazine 1.25 mg|Drug: Inhaled prochlorperazine 2.5 mg|Drug: Inhaled prochlorperazine 5 mg|Drug: Inhaled prochlorperazine 10 mg|Drug: Inhaled placebo|Drug: Prochlorperazine 10 mg IV over 5 sec,"Alexza Pharmaceuticals, Inc.|PPD","Alexza Pharmaceuticals, Inc.",PPD,,,,,,Phase 1,Industry,Interventional,8/4/2019,10/4/2019,https://ClinicalTrials.gov/show/NCT00610727
87,Reinforcement of Surgical Staple Lines Using Peri-Strips Dry (PSD) With Veritas Collagen Matrix,Completed,Has Results,Obesity,Device: PSD Veritas Collagen Matrix|Procedure: Roux-en-Y gastric by-pass surgery with no buttress,Baxter Healthcare Corporation|Synovis Surgical Innovations,Baxter Healthcare Corporation,Synovis Surgical Innovations,,,,,,Not Applicable,Industry,Interventional,3/6/2019,12/8/2019,https://ClinicalTrials.gov/show/NCT00566943
88,Open-Label Extension Study of 23 mg Donepezil SR in Patients With Moderate to Severe Alzheimer's Disease,Completed,Has Results,Alzheimer's Disease,Drug: 23 mg SR in Study 326|Drug: 10 mg IR in Study 326,Eisai Inc.|Eisai Limited,Eisai Inc.,Eisai Limited,,,,,,Phase 3,Industry,Interventional,12/7/2019,8/10/2019,https://ClinicalTrials.gov/show/NCT00566501
89,"Efficacy, Safety and Tolerability of PSD502 (a Topical Anesthetic) in the Treatment Premature Ejaculation",Completed,Has Results,Premature Ejaculation,"Drug: PSD502, contains a mixture of lidocaine and prilocaine|Drug: Placebo",Plethora Solutions Ltd|Shionogi Inc.,Plethora Solutions Ltd,Shionogi Inc.,,,,,,Phase 2|Phase 3,Industry,Interventional,10/7/2019,10/9/2019,https://ClinicalTrials.gov/show/NCT00556478
90,A Study of 2 Doses of MAP0010 in Adult Asthmatics,Completed,Has Results,Asthma,Drug: MAP0010 low dose|Drug: MAP0010 high dose|Drug: Budesonide inhalation suspension 0.25mg|Drug: Budesonide inhalation suspension 0.5mg,"Allergan|MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",Allergan,"MAP Pharmaceuticals, Inc., a wholly owned subsidiary of Allergan",,,,,,Phase 2,Industry,Interventional,11/7/2019,3/8/2019,https://ClinicalTrials.gov/show/NCT00554970
91,Dose-Ranging Study of Intranasal Kovacaine Mist in Pediatric Subjects,Completed,Has Results,Anesthesia,Drug: 400uL of Kovacaine Mist|Drug: 200uL of Kovacaine Mist|Drug: 120uL of Kovacaine Mist,"St. Renatus, LLC|Triligent International|Rho, Inc.","St. Renatus, LLC",Triligent International,"Rho, Inc.",,,,,Phase 2,Industry,Interventional,10/12/2019,10/12/2019,https://ClinicalTrials.gov/show/NCT01701505
92,"ClosureFAST vs. Laser Ablation for the Treatment of GSV Disease: A Multicenter, Single-Blinded, Randomized Study.",Completed,Has Results,Venous Reflux,Device: Seg. RF Ablation & ClosureFAST catheter|Device: Endovenous Laser,"Medtronic Endovascular|VNUS Medical Technologies, A Covidien Company",Medtronic Endovascular,"VNUS Medical Technologies, A Covidien Company",,,,,,Phase 4,Industry,Interventional,3/7/2019,1/8/2019,https://ClinicalTrials.gov/show/NCT00509392
93,An Evaluation of the Efficacy and Safety of E2007 in Patients With Painful Diabetic Neuropathy,Completed,Has Results,Diabetic Neuropathy,Drug: Placebo|Drug: E2007 (2 mg)|Drug: E2007 (4 mg)|Drug: E2007 (6 mg)|Drug: E2007 (8 mg),Eisai Inc.|Eisai Limited,Eisai Inc.,Eisai Limited,,,,,,Phase 2|Phase 3,Industry,Interventional,6/7/2019,7/8/2019,https://ClinicalTrials.gov/show/NCT00505284
94,Study Evaluating Cariprazine (RGH-188) in the Treatment of Patients With Acute Mania,Completed,Has Results,Bipolar Disorder,Drug: Cariprazine (RGH-188)|Drug: Placebo,Forest Laboratories|Gedeon Richter Ltd.,Forest Laboratories,Gedeon Richter Ltd.,,,,,,Phase 2,Industry,Interventional,6/7/2019,7/8/2019,https://ClinicalTrials.gov/show/NCT00488618
95,Comparison of 23 mg Donepezil Sustained Release (SR) to 10 mg Donepezil Immediate Release (IR) in Patients With Moderate to Severe Alzheimer's Disease,Completed,Has Results,Alzheimer's Disease,Drug: Aricept (donepezil SR 23 mg)|Drug: Aricept (donepezil IR 10 mg),Eisai Inc.|Eisai Limited,Eisai Inc.,Eisai Limited,,,,,,Phase 3,Industry,Interventional,6/7/2019,,https://ClinicalTrials.gov/show/NCT00478205
96,Enfuvirtide/Current Protease Inhibitor Switch to PREZISTA (Darunavir)/Ritonavir + TMC125 in HIV Patients With Enfuvirtide Side Effects.,Completed,Has Results,HIV,"Drug: TMC125, Darunavir; Ritonavir","Tibotec, Inc|Tibotec Therapeutics, a Division of Ortho Biotech Products, L.P., USA","Tibotec, Inc","Tibotec Therapeutics, a Division of Ortho Biotech Products, L.P., USA",,,,,,Phase 3,Industry,Interventional,5/7/2019,10/8/2019,https://ClinicalTrials.gov/show/NCT00460746
97,Study to Evaluate Safety & Effectiveness of Spinal Sealant,Completed,Has Results,"Cerebrospinal Fluid Leakage, Subdural",Device: Spinal Sealant|Other: Standard of Care,Integra LifeSciences Corporation|Medtronic - MITG,Integra LifeSciences Corporation,Medtronic - MITG,,,,,,Not Applicable,Industry,Interventional,5/7/2019,8/9/2019,https://ClinicalTrials.gov/show/NCT00444067
98,RNF and Betaseron® Tolerability Study,Completed,Has Results,Relapsing Remitting Multiple Sclerosis (RRMS),Drug: New Formulation of rebif - human interferon beta-1a|Drug: Interferon beta -1b,EMD Serono|Pfizer,EMD Serono,Pfizer,,,,,,Phase 3,Industry,Interventional,12/6/2019,9/9/2019,https://ClinicalTrials.gov/show/NCT00428584
99,Open-Label Study of Efficacy and Recommended Dose of Kovacaine Mist for Anesthetizing Maxillary Teeth,Completed,Has Results,Anesthesia,Drug: Kovacaine Mist 0.1 mL x 4 sprays|Drug: Kovacaine Mist 0.2 mL x 2 sprays|Drug: Kovacaine Mist 0.2 mL x 1 spray,"St. Renatus, LLC|Rho, Inc.|Triligent International","St. Renatus, LLC","Rho, Inc.",Triligent International,,,,,Phase 2,Industry,Interventional,1/12/2019,4/12/2019,https://ClinicalTrials.gov/show/NCT01479517
100,Study of Tadalafil Once-a Day for 12 Weeks in Men With Signs and Symptoms of Benign Prostatic Hyperplasia,Completed,Has Results,Benign Prostatic Hyperplasia,Drug: tadalafil|Drug: placebo,Eli Lilly and Company|ICOS Corporation,Eli Lilly and Company,ICOS Corporation,,,,,,Phase 2|Phase 3,Industry,Interventional,8/6/2019,10/8/2019,https://ClinicalTrials.gov/show/NCT00384930
101,Docetaxel & Oxaliplatin in Combination With Bevacizumab as First-Line Treatment in Subjects With Non-Small Cell Lung Cancer (NSCLC),Completed,Has Results,Non-Small Cell Lung Cancer,Drug: Docetaxel|Drug: Oxaliplatin|Drug: Bevacizumab,"Sanofi|Genentech, Inc.",Sanofi,"Genentech, Inc.",,,,,,Phase 2,Industry,Interventional,7/6/2019,8/10/2019,https://ClinicalTrials.gov/show/NCT00356122
102,Rebif® Pregnancy Registry,Completed,Has Results,Multiple Sclerosis,,EMD Serono|Pfizer,EMD Serono,Pfizer,,,,,,,Industry,Observational,12/2/2019,2/8/2019,https://ClinicalTrials.gov/show/NCT00338741
103,A Safety and Efficacy Study of Two Japanese Encephalitis Vaccines ChimeriVaxTM-JE and JE-VAX,Completed,Has Results,Japanese Encephalitis,Biological: ChimeriVax™-JE vaccine|Biological: JE-VAX® vaccine,Sanofi|PRA Health Sciences,Sanofi,PRA Health Sciences,,,,,,Phase 2,Industry,Interventional,5/5/2019,9/6/2019,https://ClinicalTrials.gov/show/NCT00319592
104,Dose-Escalation Safety and Pharmacokinetic Study of K305,Completed,Has Results,Anesthesia,Drug: Tetracaine HCl 3% and Oxymetazoline HCl 0.05%,"St. Renatus, LLC|Ground Zero Pharmaceuticals|Rho, Inc.","St. Renatus, LLC",Ground Zero Pharmaceuticals,"Rho, Inc.",,,,,Phase 2,Industry,Interventional,9/10/2019,11/10/2019,https://ClinicalTrials.gov/show/NCT01304316
105,Safety and Effectiveness of Kovacaine Nasal Spray for Dental Anesthesia,Completed,Has Results,Dental Anesthesia Efficacy,Drug: 3% tetracaine HCL with 0.05% oxymetazoline HCL|Drug: Lidocaine Injection,"St. Renatus, LLC|Ground Zero Pharmaceuticals|Rho, Inc.","St. Renatus, LLC",Ground Zero Pharmaceuticals,"Rho, Inc.",,,,,Phase 2,Industry,Interventional,12/8/2019,1/9/2019,https://ClinicalTrials.gov/show/NCT01302483
106,Positron Emission Tomography (PET) Amyloid Imaging of the Brain in Healthy Young Adult Subjects,Completed,Has Results,Healthy,Drug: [18F] Flutemetamol,"GE Healthcare|i3 Statprobe|Medpace, Inc.",GE Healthcare,i3 Statprobe,"Medpace, Inc.",,,,,Phase 3,Industry,Interventional,12/10/2019,4/11/2019,https://ClinicalTrials.gov/show/NCT01265394
107,Ibuprofen/Acetaminophen Versus Nurofen Plus® and Panadeine® Extra Dental Pain Study,Completed,Has Results,Post-operative Pain,Drug: Ibuprofen/acetaminophen|Drug: Ibuprofen/acetaminophen (higher dose)|Drug: Nurofen Plus®|Drug: Panadeine® Extra|Drug: Placebo,Reckitt Benckiser LLC|Premier Research Group plc|Aptuit Inc.,Reckitt Benckiser LLC,Premier Research Group plc,Aptuit Inc.,,,,,Phase 3,Industry,Interventional,1/9/2019,9/9/2019,https://ClinicalTrials.gov/show/NCT01229449
108,A Safety and Efficacy Study Comparing the Combination Treatments of Verteporfin Therapy Plus One of Two Different Doses of Intravitreal Triamcinolone Acetonide and the Verteporfin Therapy Plus Intravitreal Pegaptanib,Completed,Has Results,Macular Degeneration|Choroidal Neovascularization,Drug: Verteporfin photodynamic therapy|Drug: Pegaptanib|Drug: Triamcinolone acetonide,Novartis Pharmaceuticals|QLT Inc.|Novartis,Novartis Pharmaceuticals,QLT Inc.,Novartis,,,,,Phase 3,Industry,Interventional,9/5/2019,,https://ClinicalTrials.gov/show/NCT00242580
109,Positron Emission Tomography (PET) Imaging of Brain Amyloid Compared to Post-Mortem Levels,Completed,Has Results,Brain Fibrillarab Levels,Drug: [18F] Flutemetamol,GE Healthcare|i3 Statprobe|Covance,GE Healthcare,i3 Statprobe,Covance,,,,,Phase 3,Industry,Interventional,5/10/2019,11/11/2019,https://ClinicalTrials.gov/show/NCT01165554
110,Rebif New Formulation (RNF) in Relapsing Forms of Multiple Sclerosis,Completed,Has Results,Multiple Sclerosis,Biological: Interferon-beta-1a FBS-free/HSA-free,EMD Serono|Pfizer,EMD Serono,Pfizer,,,,,,Phase 3,Industry,Interventional,1/5/2019,4/7/2019,https://ClinicalTrials.gov/show/NCT00110396
111,Determine Effect of Enzalutamide (MDV3100) on the Androgen Signaling Pathway in Correlation With the Anti-tumor Effects of Enzalutamide,Completed,Has Results,Metastatic Progressive Castration-resistant Prostate Cancer,Drug: Enzalutamide,"Pfizer|Astellas Pharma Inc|Medivation LLC, a wholly owned subsidiary of Pfizer Inc.",Pfizer,Astellas Pharma Inc,"Medivation LLC, a wholly owned subsidiary of Pfizer Inc.",,,,,Phase 2,Industry,Interventional,2/18/2010,8/31/2013,https://ClinicalTrials.gov/show/NCT01091103
112,A Comparison of Prasugrel (CS-747) and Clopidogrel in Acute Coronary Syndrome Subjects Who Are to Undergo Percutaneous Coronary Intervention,Completed,Has Results,Coronary Arteriosclerosis|Acute Coronary Syndromes,Drug: Prasugrel|Drug: Clopidogrel,"Eli Lilly and Company|Daiichi Sankyo, Inc.",Eli Lilly and Company,"Daiichi Sankyo, Inc.",,,,,,Phase 3,Industry,Interventional,11/4/2019,7/7/2019,https://ClinicalTrials.gov/show/NCT00097591
113,"Single Dose Safety, Tolerance and Pharmacokinetic Study in Healthy Volunteers Undergoing Contrast-enhanced Abdominal Computed Tomography (CT)",Completed,Has Results,Healthy,Drug: GE-145 (AN113111) Injection|Drug: Visipaque (iodixanol) Injection,"GE Healthcare|Medpace, Inc.|i3 Statprobe",GE Healthcare,"Medpace, Inc.",i3 Statprobe,,,,,Phase 1|Phase 2,Industry,Interventional,10/9/2019,5/10/2019,https://ClinicalTrials.gov/show/NCT01004770
