CTID,Title,Conditions,Study Type,Results First Posted,Company,Intervention
NCT00563368,A Study Comparing Multiple Doses of VI-0521 With Placebo and Their Single-agent Constituents for Treatment of Obesity in Adults,Obesity,Interventional,3-Sep-12,"Medpace, Inc.",Drug: phentermine
NCT01028053,Assess the Prognostic Usefulness of Flutemetamol (18F) Injection for Identifying Subjects With Amnestic Mild Cognitive Impairment Who Will Convert to Clinically Probable Alzheimer's Disease,Mild Cognitive Impairment|Alzheimer's Disease,Interventional,11-Sep-14,GE Healthcare,Drug: Flutemetamol (18F) Injection
NCT01028053,Assess the Prognostic Usefulness of Flutemetamol (18F) Injection for Identifying Subjects With Amnestic Mild Cognitive Impairment Who Will Convert to Clinically Probable Alzheimer's Disease,Mild Cognitive Impairment|Alzheimer's Disease,Interventional,11-Sep-14,"Medpace, Inc.",Drug: Flutemetamol (18F) Injection
NCT01028053,Assess the Prognostic Usefulness of Flutemetamol (18F) Injection for Identifying Subjects With Amnestic Mild Cognitive Impairment Who Will Convert to Clinically Probable Alzheimer's Disease,Mild Cognitive Impairment|Alzheimer's Disease,Interventional,11-Sep-14,i3 Statprobe,Drug: Flutemetamol (18F) Injection
NCT01028053,Assess the Prognostic Usefulness of Flutemetamol (18F) Injection for Identifying Subjects With Amnestic Mild Cognitive Impairment Who Will Convert to Clinically Probable Alzheimer's Disease,Mild Cognitive Impairment|Alzheimer's Disease,Interventional,11-Sep-14,i3 Research,Drug: Flutemetamol (18F) Injection
NCT01028053,Assess the Prognostic Usefulness of Flutemetamol (18F) Injection for Identifying Subjects With Amnestic Mild Cognitive Impairment Who Will Convert to Clinically Probable Alzheimer's Disease,Mild Cognitive Impairment|Alzheimer's Disease,Interventional,11-Sep-14,"Quintiles, Inc.",Drug: Flutemetamol (18F) Injection
NCT03198000,A Study to Evaluate the Efficacy of Investigational OTC Eye Drops,Ophthalmic Solutions,Interventional,8-Aug-18,Johnson & Johnson Consumer Inc. (J&JCI),Drug: F# 13418-148 Eye Drops
NCT03198000,A Study to Evaluate the Efficacy of Investigational OTC Eye Drops,Ophthalmic Solutions,Interventional,8-Aug-18,Johnson & Johnson Consumer Inc. (J&JCI),Drug: F#13418-158 Eye Drops
NCT03198000,A Study to Evaluate the Efficacy of Investigational OTC Eye Drops,Ophthalmic Solutions,Interventional,8-Aug-18,Johnson & Johnson Consumer Inc. (J&JCI),Drug: F# PF-004390 Eye Drops
NCT03198000,A Study to Evaluate the Efficacy of Investigational OTC Eye Drops,Ophthalmic Solutions,Interventional,8-Aug-18,Johnson & Johnson Consumer and Personal Products Worldwide,Drug: F# 13418-148 Eye Drops
NCT03198000,A Study to Evaluate the Efficacy of Investigational OTC Eye Drops,Ophthalmic Solutions,Interventional,8-Aug-18,Johnson & Johnson Consumer and Personal Products Worldwide,Drug: F#13418-158 Eye Drops
NCT03198000,A Study to Evaluate the Efficacy of Investigational OTC Eye Drops,Ophthalmic Solutions,Interventional,8-Aug-18,Johnson & Johnson Consumer and Personal Products Worldwide,Drug: F# PF-004390 Eye Drops
NCT03128307,OTC Mouthpiece for Snoring,Snoring,Interventional,14-Dec-17,"Zyppah, Inc.",Device: Zyppah Anti-snoring Appliance
NCT03095456,Revefenacin Peak Inspiratory Flow Rate (PIFR) Study in COPD,"Chronic Obstructive Pulmonary Disease, COPD|Low Peak Inspiratory Flow Rate (PIFR)",Interventional,31-Dec-18,Theravance Biopharma,Drug: Revefenacin
NCT03095456,Revefenacin Peak Inspiratory Flow Rate (PIFR) Study in COPD,"Chronic Obstructive Pulmonary Disease, COPD|Low Peak Inspiratory Flow Rate (PIFR)",Interventional,31-Dec-18,Theravance Biopharma,Combination Product: Spiriva Handihaler®
NCT03095456,Revefenacin Peak Inspiratory Flow Rate (PIFR) Study in COPD,"Chronic Obstructive Pulmonary Disease, COPD|Low Peak Inspiratory Flow Rate (PIFR)",Interventional,31-Dec-18,Theravance Biopharma,Drug: Placebo for Revefenacin
NCT03095456,Revefenacin Peak Inspiratory Flow Rate (PIFR) Study in COPD,"Chronic Obstructive Pulmonary Disease, COPD|Low Peak Inspiratory Flow Rate (PIFR)",Interventional,31-Dec-18,Theravance Biopharma,Drug: Placebo for Spiriva Handihaler®
NCT03088267,Dyanavel® XR Extended-Release Oral Suspension in the Treatment of Children With ADHD: A Laboratory School Study,Attention Deficit Hyperactivity Disorder,Interventional,9-Jul-19,"Tris Pharma, Inc.","Drug: amphetamine extended-release oral suspension, 2.5 mg/mL"
NCT03088267,Dyanavel® XR Extended-Release Oral Suspension in the Treatment of Children With ADHD: A Laboratory School Study,Attention Deficit Hyperactivity Disorder,Interventional,9-Jul-19,"Tris Pharma, Inc.",Drug: Placebo extended-release oral suspension
NCT02970162,Phase 3 Study to Evaluate Efficacy of Amifampridine Phosphate in Lambert-Eaton Myasthenic Syndrome (LEMS),Lambert-Eaton Myasthenic Syndrome,Interventional,24-Dec-18,"Catalyst Pharmaceuticals, Inc.",Drug: Amifampridine Phosphate
NCT02970162,Phase 3 Study to Evaluate Efficacy of Amifampridine Phosphate in Lambert-Eaton Myasthenic Syndrome (LEMS),Lambert-Eaton Myasthenic Syndrome,Interventional,24-Dec-18,"Catalyst Pharmaceuticals, Inc.",Drug: Placebo Oral Tablet
NCT02933866,Phase III Clinical Study in Patients With Mild to Severe Scalp Psoriasis,Scalp Psoriasis,Interventional,6-Dec-18,Taro Pharmaceuticals USA,Drug: DSXS topical
NCT02933866,Phase III Clinical Study in Patients With Mild to Severe Scalp Psoriasis,Scalp Psoriasis,Interventional,6-Dec-18,Taro Pharmaceuticals USA,Drug: Vehicle topical
NCT02912650,A Safety And Efficacy Study of Ibuprofen 250 mg / Acetaminophen 500 mg In The Treatment Of Post-Surgical Dental Pain,Post-surgical Pain Following Extraction of Molar Teeth,Interventional,30-Aug-17,Pfizer,Drug: Ibuprofen 250 mg / Acetaminophen 500 mg
NCT02912650,A Safety And Efficacy Study of Ibuprofen 250 mg / Acetaminophen 500 mg In The Treatment Of Post-Surgical Dental Pain,Post-surgical Pain Following Extraction of Molar Teeth,Interventional,30-Aug-17,Pfizer,Drug: Ibuprofen 250 mg
NCT02912650,A Safety And Efficacy Study of Ibuprofen 250 mg / Acetaminophen 500 mg In The Treatment Of Post-Surgical Dental Pain,Post-surgical Pain Following Extraction of Molar Teeth,Interventional,30-Aug-17,Pfizer,Drug: Acetaminophen 650 mg
NCT02912650,A Safety And Efficacy Study of Ibuprofen 250 mg / Acetaminophen 500 mg In The Treatment Of Post-Surgical Dental Pain,Post-surgical Pain Following Extraction of Molar Teeth,Interventional,30-Aug-17,Pfizer,Drug: Placebo
NCT02872103,Placebo-controlled Trial of F-627 in Women With Breast Cancer Receiving Myelotoxic Chemotherapy,Breast Cancer|Neutropenia,Interventional,26-Mar-19,Generon (Shanghai) Corporation Ltd.,Drug: F-627
NCT02872103,Placebo-controlled Trial of F-627 in Women With Breast Cancer Receiving Myelotoxic Chemotherapy,Breast Cancer|Neutropenia,Interventional,26-Mar-19,Generon (Shanghai) Corporation Ltd.,Drug: Placebo
NCT02863575,A Dental Pain Study Comparing The Analgesic Efficacy Of Ibuprofen/Caffeine,Pain,Interventional,8-Apr-19,Pfizer,Drug: Ibuprofen/Caffeine
NCT02863575,A Dental Pain Study Comparing The Analgesic Efficacy Of Ibuprofen/Caffeine,Pain,Interventional,8-Apr-19,Pfizer,Drug: Ibuprofen
NCT02863575,A Dental Pain Study Comparing The Analgesic Efficacy Of Ibuprofen/Caffeine,Pain,Interventional,8-Apr-19,Pfizer,Drug: Placebo
NCT02837952,A Study of Ibuprofen (IBU) 250mg/APAP 500mg In The Treatment Of Post-Surgical Dental Pain,Pain,Interventional,5-Mar-18,Pfizer,Drug: FDC IBU/APAP 250 mg/500 mg
NCT02837952,A Study of Ibuprofen (IBU) 250mg/APAP 500mg In The Treatment Of Post-Surgical Dental Pain,Pain,Interventional,5-Mar-18,Pfizer,Drug: Placebo
NCT02832375,Investigating the Efficacy of an Occluding Dentifrice in Providing Relief From Dentinal Hypersensitivity,Dentin Sensitivity,Interventional,27-Feb-17,GlaxoSmithKline,Drug: stannous fluoride
NCT02832375,Investigating the Efficacy of an Occluding Dentifrice in Providing Relief From Dentinal Hypersensitivity,Dentin Sensitivity,Interventional,27-Feb-17,GlaxoSmithKline,Drug: sodium monofluorophosphate
NCT02761980,A Study of Ibuprofen 250 mg / Acetaminophen 500 mg Comparing The Antipyretic Effects in Healthy Male Volunteers,Fever,Interventional,7-Dec-18,Pfizer,Drug: Ibuprofen 250 mg / Acetaminophen 500 mg
NCT02761980,A Study of Ibuprofen 250 mg / Acetaminophen 500 mg Comparing The Antipyretic Effects in Healthy Male Volunteers,Fever,Interventional,7-Dec-18,Pfizer,Drug: Ibuprofen 250 mg
NCT02761980,A Study of Ibuprofen 250 mg / Acetaminophen 500 mg Comparing The Antipyretic Effects in Healthy Male Volunteers,Fever,Interventional,7-Dec-18,Pfizer,Drug: Acetaminophen 500 mg
NCT02761980,A Study of Ibuprofen 250 mg / Acetaminophen 500 mg Comparing The Antipyretic Effects in Healthy Male Volunteers,Fever,Interventional,7-Dec-18,Pfizer,Drug: Placebo
NCT02722278,A Study of Oral Testosterone Undecanoate (TU) in Hypogonadal Men,Hypogonadism,Interventional,23-Feb-18,"Clarus Therapeutics, Inc.",Drug: Oral Testosterone Undecanoate
NCT02722278,A Study of Oral Testosterone Undecanoate (TU) in Hypogonadal Men,Hypogonadism,Interventional,23-Feb-18,"Clarus Therapeutics, Inc.",Drug: Axiron Testosterone Topical Solution
NCT02722278,A Study of Oral Testosterone Undecanoate (TU) in Hypogonadal Men,Hypogonadism,Interventional,23-Feb-18,Syneos Health,Drug: Oral Testosterone Undecanoate
NCT02722278,A Study of Oral Testosterone Undecanoate (TU) in Hypogonadal Men,Hypogonadism,Interventional,23-Feb-18,Syneos Health,Drug: Axiron Testosterone Topical Solution
NCT02674854,Double-masked Study of PG324 Ophthalmic Solution in Patients With Open-angle Glaucoma or Ocular Hypertension,Open-angle Glaucoma|Ocular Hypertension,Interventional,1-May-19,Aerie Pharmaceuticals,Drug: PG324 Ophthalmic Solution 0.02%/0.005%
NCT02674854,Double-masked Study of PG324 Ophthalmic Solution in Patients With Open-angle Glaucoma or Ocular Hypertension,Open-angle Glaucoma|Ocular Hypertension,Interventional,1-May-19,Aerie Pharmaceuticals,Drug: Netarsudil (AR-13324) ophthalmic solution 0.02%
NCT02674854,Double-masked Study of PG324 Ophthalmic Solution in Patients With Open-angle Glaucoma or Ocular Hypertension,Open-angle Glaucoma|Ocular Hypertension,Interventional,1-May-19,Aerie Pharmaceuticals,Drug: Latanoprost ophthalmic solution 0.005%
NCT02667288,An Open-Label Safety Study of A-101 Solution,Seborrheic Keratosis,Interventional,17-Nov-17,"Aclaris Therapeutics, Inc.",Drug: A-101 Solution
NCT02667275,"A Randomized, Double-Blind, Vehicle-Controlled Study in Subjects With Seborrheic Keratosis",Seborrheic Keratosis,Interventional,13-Nov-17,"Aclaris Therapeutics, Inc.",Drug: A-101 Solution
NCT02667275,"A Randomized, Double-Blind, Vehicle-Controlled Study in Subjects With Seborrheic Keratosis",Seborrheic Keratosis,Interventional,13-Nov-17,"Aclaris Therapeutics, Inc.",Other: Vehicle Solution
NCT02667236,A Study of A-101 Solution 40% in Subjects With Seborrheic Keratosis.,Seborrheic Keratosis,Interventional,13-Nov-17,"Aclaris Therapeutics, Inc.",Drug: A-101 Solution
NCT02667236,A Study of A-101 Solution 40% in Subjects With Seborrheic Keratosis.,Seborrheic Keratosis,Interventional,13-Nov-17,"Aclaris Therapeutics, Inc.",Other: Vehicle Solution
NCT02618759,Clinical Study to Evaluate the Efficacy and Safety of DSXS in Patients With Mild to Moderate Plaque Psoriasis,Plaque Psoriasis,Interventional,10-Dec-18,Taro Pharmaceuticals USA,Drug: DSXS
NCT02618759,Clinical Study to Evaluate the Efficacy and Safety of DSXS in Patients With Mild to Moderate Plaque Psoriasis,Plaque Psoriasis,Interventional,10-Dec-18,Taro Pharmaceuticals USA,Drug: Placebo
NCT02595073,Clinical Study to Evaluate the Efficacy and Safety of Desoximetasone (DSXS) With Atopic Dermatitis,Atopic Dermatitis,Interventional,7-Dec-18,Taro Pharmaceuticals USA,Drug: DSXS
NCT02595073,Clinical Study to Evaluate the Efficacy and Safety of Desoximetasone (DSXS) With Atopic Dermatitis,Atopic Dermatitis,Interventional,7-Dec-18,Taro Pharmaceuticals USA,Drug: Placebo
NCT02558400,Double-masked Study of PG324 Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension,Open-angle Glaucoma|Ocular Hypertension,Interventional,4-Jun-19,Aerie Pharmaceuticals,Drug: PG324 Ophthalmic Solution 0.02%/0.005%
NCT02558400,Double-masked Study of PG324 Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension,Open-angle Glaucoma|Ocular Hypertension,Interventional,4-Jun-19,Aerie Pharmaceuticals,Drug: Netarsudil (AR-13324) Ophthalmic Solution 0.02%
NCT02558400,Double-masked Study of PG324 Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension,Open-angle Glaucoma|Ocular Hypertension,Interventional,4-Jun-19,Aerie Pharmaceuticals,Drug: Latanoprost Ophthalmic Solution 0.005%
NCT02558374,Double-masked Study of Netarsudil (AR-13324) Ophthalmic Solution in Subjects With Glaucoma or Ocular Hypertension,Open-angle Glaucoma|Ocular Hypertension,Interventional,6-Apr-18,Aerie Pharmaceuticals,Drug: AR-13324 Ophthalmic Solution 0.02%
NCT02558374,Double-masked Study of Netarsudil (AR-13324) Ophthalmic Solution in Subjects With Glaucoma or Ocular Hypertension,Open-angle Glaucoma|Ocular Hypertension,Interventional,6-Apr-18,Aerie Pharmaceuticals,Drug: Timolol Maleate Ophthalmic Solution 0.5% BID
NCT02558374,Double-masked Study of Netarsudil (AR-13324) Ophthalmic Solution in Subjects With Glaucoma or Ocular Hypertension,Open-angle Glaucoma|Ocular Hypertension,Interventional,6-Apr-18,Aerie Pharmaceuticals,Other: Placebo
NCT02549339,Efficacy and Safety of LEO 43204 in the Field Treatment of Actinic Keratosis on Face or Chest including12-month Follow-up,Actinic Keratosis,Interventional,14-Nov-18,LEO Pharma,Drug: LEO 43204 gel
NCT02549339,Efficacy and Safety of LEO 43204 in the Field Treatment of Actinic Keratosis on Face or Chest including12-month Follow-up,Actinic Keratosis,Interventional,14-Nov-18,LEO Pharma,Drug: Vehicle gel
NCT02547363,Efficacy and Safety of LEO 43204 in Field Treatment of Actinic Keratosis on Balding Scalp Including 12-month Follow-up,Actinic Keratosis,Interventional,25-Dec-18,LEO Pharma,Drug: LEO 43204 gel
NCT02547363,Efficacy and Safety of LEO 43204 in Field Treatment of Actinic Keratosis on Balding Scalp Including 12-month Follow-up,Actinic Keratosis,Interventional,25-Dec-18,LEO Pharma,Drug: Vehicle gel
NCT02547233,Efficacy and Safety of LEO 43204 in Field Treatment of Actinic Keratosis on Face or Chest Including 12-month Follow-up,Actinic Keratosis,Interventional,25-Dec-18,LEO Pharma,Drug: LEO 43204 gel
NCT02547233,Efficacy and Safety of LEO 43204 in Field Treatment of Actinic Keratosis on Face or Chest Including 12-month Follow-up,Actinic Keratosis,Interventional,25-Dec-18,LEO Pharma,Drug: Vehicle gel
NCT02518139,A 52-Week Parallel Group Safety Study of TD-4208 in Chronic Obstructive Pulmonary Disease (COPD),Chronic Obstructive Pulmonary Disease (COPD),Interventional,31-Dec-18,Theravance Biopharma,Drug: TD-4208
NCT02518139,A 52-Week Parallel Group Safety Study of TD-4208 in Chronic Obstructive Pulmonary Disease (COPD),Chronic Obstructive Pulmonary Disease (COPD),Interventional,31-Dec-18,Theravance Biopharma,Drug: Tiotropium
NCT02512510,Efficacy Study of Nebulized TD-4208 for Chronic Obstructive Pulmonary Disease (COPD),Chronic Obstructive Pulmonary Disease (COPD),Interventional,31-Dec-18,Theravance Biopharma,Drug: TD-4208
NCT02512510,Efficacy Study of Nebulized TD-4208 for Chronic Obstructive Pulmonary Disease (COPD),Chronic Obstructive Pulmonary Disease (COPD),Interventional,31-Dec-18,Theravance Biopharma,Drug: Placebo
NCT02500836,"Topical Application of Cocaine HCl 4%, or 10%, or Placebo Solution in Local (Topical) Anesthesia",Any Ear Nose or Throat Conditions|With Identified Need for a Diagnostic Procedure or Surgery on or Through the Mucous Membranes of the Nasal Cavities,Interventional,16-May-17,"Lannett Company, Inc.",Drug: Cocaine HCl 4% Topical Solution
NCT02500836,"Topical Application of Cocaine HCl 4%, or 10%, or Placebo Solution in Local (Topical) Anesthesia",Any Ear Nose or Throat Conditions|With Identified Need for a Diagnostic Procedure or Surgery on or Through the Mucous Membranes of the Nasal Cavities,Interventional,16-May-17,"Lannett Company, Inc.",Drug: Cocaine HCl 10% Topical Solution
NCT02500836,"Topical Application of Cocaine HCl 4%, or 10%, or Placebo Solution in Local (Topical) Anesthesia",Any Ear Nose or Throat Conditions|With Identified Need for a Diagnostic Procedure or Surgery on or Through the Mucous Membranes of the Nasal Cavities,Interventional,16-May-17,"Lannett Company, Inc.",Drug: Placebo Topical Solution
NCT02476422,A Study to Assess the Efficacy and Tolerability of Diclofenac Potassium Soft Gelatin Capsules Compared With Ibuprofen Tablets in Patients With Moderate to Severe Postoperative Dental Pain,Post Operative Dental Pain,Interventional,17-Oct-16,Novartis Pharmaceuticals,Drug: Diclofenac potassium
NCT02476422,A Study to Assess the Efficacy and Tolerability of Diclofenac Potassium Soft Gelatin Capsules Compared With Ibuprofen Tablets in Patients With Moderate to Severe Postoperative Dental Pain,Post Operative Dental Pain,Interventional,17-Oct-16,Novartis Pharmaceuticals,Drug: Ibuprofen
NCT02476422,A Study to Assess the Efficacy and Tolerability of Diclofenac Potassium Soft Gelatin Capsules Compared With Ibuprofen Tablets in Patients With Moderate to Severe Postoperative Dental Pain,Post Operative Dental Pain,Interventional,17-Oct-16,Novartis Pharmaceuticals,Drug: Placebo to ibuprofen
NCT02476422,A Study to Assess the Efficacy and Tolerability of Diclofenac Potassium Soft Gelatin Capsules Compared With Ibuprofen Tablets in Patients With Moderate to Severe Postoperative Dental Pain,Post Operative Dental Pain,Interventional,17-Oct-16,Novartis Pharmaceuticals,Drug: Placebo to diclofenac potassium
NCT02476422,A Study to Assess the Efficacy and Tolerability of Diclofenac Potassium Soft Gelatin Capsules Compared With Ibuprofen Tablets in Patients With Moderate to Severe Postoperative Dental Pain,Post Operative Dental Pain,Interventional,17-Oct-16,Novartis,Drug: Diclofenac potassium
