"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"HAIR","Restoration Robotics, Inc.","0.7021","28685708.1252","n/a","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hair",
"TORC","resTORbio, Inc.","9.5","339561141","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/torc",
"RVP","Retractable Technologies, Inc.","0.724","23656666.696","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rvp",
"RTRX","Retrophin, Inc.","20.7","857797194.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","11.87","522358104.6","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rvnc",
"RWLK","ReWalk Robotics Ltd.","3.82","24279301.16","n/a","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/rwlk",
"REXN","Rexahn Pharmaceuticals, Inc.","4.9","19693790.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rexn",
"RYTM","Rhythm Pharmaceuticals, Inc.","19.99","688299018.33","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rytm",
"RIGL","Rigel Pharmaceuticals, Inc.","2.27","379529040.7","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rigl",
"RIOT","Riot Blockchain, Inc","1.97","31435406.23","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/riot",
"RAD","Rite Aid Corporation","6.69","359961618.18","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/rad",
"RTTR","Ritter Pharmaceuticals, Inc.","0.94","8789024.44","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rttr",
"RCKT","Rocket Pharmaceuticals, Inc.","12.51","629120856.87","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rckt",
"RMTI","Rockwell Medical, Inc.","3.14","203156693.76","n/a","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/rmti",
"RTIX","RTI Surgical Holdings, Inc.","4.25","314063112.75","n/a","2000","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/rtix",
"RUBY","Rubius Therapeutics, Inc.","14.31","1143831227.31","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ruby",
"SAGE","Sage Therapeutics, Inc.","166.49","8515580240.02","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sage",
"SLRX","Salarius Pharmaceuticals, Inc.","11.51","43130801.46","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/slrx",
"SGMO","Sangamo Therapeutics, Inc.","12.22","1409722002.52","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgmo",
"GCVRZ","Sanofi","0.5211","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","42.36","9195046991.28","217069098","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sny",
"SRPT","Sarepta Therapeutics, Inc.","149.37","11076363263.16","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srpt",
"SVRA","Savara, Inc.","2.62","98829381.56","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/svra",
"SRRK","Scholar Rock Holding Corporation","12.42","362989453.68","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/srrk",
"SCPH","scPharmaceuticals Inc.","5.55","103121386.5","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scph",
"SCYX","SCYNEXIS, Inc.","1.155","61967215.695","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scyx",
"SPNE","SeaSpine Holdings Corporation","12.7","239999139","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","74.46","12041684677.26","n/a","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgen",
"EYES","Second Sight Medical Products, Inc.","0.8535","106002959.7135","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.21","0","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyesw",
"SEEL","Seelos Therapeutics, Inc.","1.71","36384061.59","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/seel",
"SEM","Select Medical Holdings Corporation","16.73","2265514899.76","n/a","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SELB","Selecta Biosciences, Inc.","1.7","76139642.5","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/selb",
"SLS","SELLAS Life Sciences Group, Inc. ","0.158","35706828.746","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sls",
"SRTS","Sensus Healthcare, Inc.","5.04","83251939.68","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srts",
"SRTSW","Sensus Healthcare, Inc.","0.2601","0","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srtsw",
"MCRB","Seres Therapeutics, Inc.","2.85","199253218.5","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mcrb",
"SESN","Sesen Bio, Inc.","1.14","92071850.34","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sesn",
"SWAV","ShockWave Medical, Inc.","50.16","1405101331.92","n/a","2019","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/swav",
"SIBN","SI-BONE, Inc.","19.4","476532016.4","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sibn",
"SNNA","Sienna Biopharmaceuticals, Inc.","0.822","25105505.916","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snna",
"SIEN","Sientra, Inc.","5.94","292341281.76","n/a","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/sien",
"SRRA","Sierra Oncology, Inc.","0.4927","36798917.0341","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srra",
"SIGA","SIGA Technologies Inc.","5.49","444368966.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/siga",
"SILK","Silk Road Medical, Inc.","42.1","1291296462.5","n/a","2019","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/silk",
"SVA","Sinovac Biotech, Ltd.","6.47","460249285.94","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sva",
"SINT","SiNtx Technologies, Inc.","0.1","72644.7","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sint",
"SNN","Smith & Nephew SNATS, Inc.","44.46","19445897282.76","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/snn",
"SLNO","Soleno Therapeutics, Inc.","2.28","72450611.52","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/slno",
"SLNOW","Soleno Therapeutics, Inc.","0.15","0","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/slnow",
"SLGL","Sol-Gel Technologies Ltd.","10.19","193100173.92","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/slgl",
"SLDB","Solid Biosciences Inc.","5.82","206060877.18","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sldb",
"SNGX","Soligenix, Inc.","1.06","19562187.64","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sngx",
"SNGXW","Soligenix, Inc.","0.18","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sngxw",
"SOLY","Soliton, Inc.","12.76","191523274.36","n/a","2019","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/soly",
"SNOA","Sonoma Pharmaceuticals, Inc.","6.39","8500342.23","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snoa",
"SNOAW","Sonoma Pharmaceuticals, Inc.","0.004","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snoaw",
"SPHS","Sophiris Bio, Inc.","1.01","30519311.4","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sphs",
"SRNE","Sorrento Therapeutics, Inc.","2.64","345750464.4","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/srne",
"ONCE","Spark Therapeutics, Inc.","98.08","3814855045.28","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/once",
"SPPI","Spectrum Pharmaceuticals, Inc.","7.55","845324175.85","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sppi",
"SPRO","Spero Therapeutics, Inc.","10.42","182598360.7","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/spro",
"SBPH","Spring Bank Pharmaceuticals, Inc.","4.45","73171937.4","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbph",
"STAA","STAAR Surgical Company","31.35","1394223722.1","n/a","n/a","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/staa",
"MITO","Stealth BioTherapeutics Corp.","12.515","88709223.48","7088232","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mito",
"STML","Stemline Therapeutics, Inc.","13.41","585812859.57","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/stml",
"STE","STERIS plc","149.44","12635489584.96","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ste",
"STOK","Stoke Therapeutics, Inc.","23.89","751601331.02","n/a","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/stok",
"SSKN","Strata Skin Sciences, Inc.","2.68","83403229.44","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sskn",
"SBBP","Strongbridge Biopharma plc","2.64","143014241.04","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbbp",
"SYK","Stryker Corporation","214.45","80163572728.25","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/syk",
"SMMT","Summit Therapeutics plc","1.4372","32360381.8068","22516269","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/smmt",
"SNSS","Sunesis Pharmaceuticals, Inc.","0.8898","64535414.4","n/a","2005","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snss",
"SSY","SunLink Health Systems, Inc.","1.48","10340545.4","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ssy",
"SUPN","Supernus Pharmaceuticals, Inc.","32.43","1698821162.64","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/supn",
"SURF","Surface Oncology, Inc.","2.14","59585147.78","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/surf",
"SGRY","Surgery Partners, Inc.","7.59","375159301.77","n/a","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","39.72","535763061.12","n/a","1998","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srdx",
"STRO","Sutro Biopharma, Inc.","11.04","253096868.64","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/stro",
"SNDX","Syndax Pharmaceuticals, Inc.","9","243862011","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sndx",
"SYNH","Syneos Health, Inc.","49.19","5103727683.29","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/synh",
"SYBX","Synlogic, Inc.","6.38","202433661.32","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sybx",
"SYN","Synthetic Biologics, Inc","0.4723","7937676.889","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syn",
"THOR","Synthorx, Inc.","15.55","499811427.7","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/thor",
"SYRS","Syros Pharmaceuticals, Inc.","7.5","318260850","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syrs",
"TTOO","T2 Biosystems, Inc.","1.54","68282434.22","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo",
"TCMD","Tactile Systems Technology, Inc.","55.04","1036165867.52","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tcmd",
"TLC","Taiwan Liposome Company, Ltd.","5.2086","20394533.73","3915550","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlc",
"TAK","Takeda Pharmaceutical Company Limited","16.86","52427212217.76","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tak",
"TNDM","Tandem Diabetes Care, Inc.","62.96","3655913493.36","n/a","2013","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tndm",
"TARO","Taro Pharmaceutical Industries Ltd.","81.59","3144401579.04","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/taro",
"TCRR","TCR2 Therapeutics Inc.","13.67","327260141.75","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcrr",
"TDOC","Teladoc Health, Inc.","69.53","4977994996.19","n/a","2015","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/tdoc",
"TFX","Teleflex Incorporated","347.16","16022853190.08","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tfx",
"TLGT","Teligent, Inc.","0.699","37641448.473","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlgt",
"TENX","Tenax Therapeutics, Inc.","1.32","8175062.28","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/tenx",
"THC","Tenet Healthcare Corporation","22.01","2269927858.61","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/thc",
"TTPH","Tetraphase Pharmaceuticals, Inc.","0.3547","19247370.5694","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ttph",
"TEVA","Teva Pharmaceutical Industries Limited","7.54","8237182149.04","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/teva",
"TGTX","TG Therapeutics, Inc.","7.33","665822961.57","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tgtx",
"COO","The Cooper Companies, Inc. ","337.98","16725870420.96","n/a","n/a","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/coo",
"ENSG","The Ensign Group, Inc.","59.46","3152066584.62","n/a","2007","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ensg",
"MDCO","The Medicines Company","36.94","2931190736.18","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdco",
"TXMD","TherapeuticsMD, Inc.","2.22","535512484.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/txmd",
"TRPX","Therapix Biosciences Ltd.","2.5","8636722.5","3454689","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trpx",
"TBPH","Theravance Biopharma, Inc.","19.36","1086815708","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tbph",
"TMDI","Titan Medical Inc.","2.2683","70658082.5871","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tmdi",
"TTNP","Titan Pharmaceuticals, Inc.","1.13","15266067.22","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ttnp",
"TVTY","Tivity Health, Inc.","15.67","747495135.02","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/tvty",
"TLSA","Tiziana Life Sciences plc","7.24","10648077.96","1470729","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlsa",
"TOCA","Tocagen Inc.","5.46","129849184.92","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/toca",
"TNXP","Tonix Pharmaceuticals Holding Corp.","0.54","3422692.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tnxp",
"TCON","TRACON Pharmaceuticals, Inc.","0.5209","15594421.3513","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcon",
"TRXC","TransEnterix, Inc.","1.37","297754366.98","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/trxc",
"TBIO","Translate Bio, Inc.","8.38","426564198.62","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tbio",
"TMDX","TransMedics Group, Inc.","25.9","546325638.6","n/a","2019","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/tmdx",
"TRVN","Trevena, Inc.","0.8918","82360974.3684","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trvn",
"TRVI","Trevi Therapeutics, Inc.","6.09","108612531.3","n/a","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trvi",
"TCDA","Tricida, Inc.","32.29","1586738898.53","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tcda",
"TRIL","Trillium Therapeutics Inc.","0.344","9645357.864","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tril",
"TRIB","Trinity Biotech plc","2.2","52787515","23994325","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/trib",
"TROV","TrovaGene, Inc.","1.83","9598772.73","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/trov",
"TRUP","Trupanion, Inc.","33.36","1150576225.2","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/trup",
"TPTX","Turning Point Therapeutics, Inc.","39.49","1232091277.67","n/a","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tptx",
"TWST","Twist Bioscience Corporation","32.6","1058060155.8","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/twst",
"TYME","Tyme Technologies, Inc.","1.15","128743577.55","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tyme",
"USPH","U.S. Physical Therapy, Inc.","127.25","1623848957","n/a","1992","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/usph",
"RARE","Ultragenyx Pharmaceutical Inc.","62.25","3577661506.5","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rare",
"QURE","uniQure N.V.","65.56","2475797481.52","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/qure",
"UTHR","United Therapeutics Corporation","77.6","3399727004","n/a","1999","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/uthr",
"UNH","UnitedHealth Group Incorporated","252.94","240379787002.22","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/unh",
"UBX","Unity Biotechnology, Inc.","6.88","295201185.12","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ubx",
"UHS","Universal Health Services, Inc.","151.89","13691369764.26","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/uhs",
"UMRX","Unum Therapeutics Inc.","2.05","61743585.1","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/umrx",
"URGN","UroGen Pharma Ltd.","31.27","650148485.15","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urgn",
"UROV","Urovant Sciences Ltd.","8.37","253865715.84","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urov",
"UTMD","Utah Medical Products, Inc.","86.66","322609701.96","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/utmd",
"VCNX","Vaccinex, Inc.","4.86","55787176.98","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vcnx",
"VLRX","Valeritas Holdings, Inc.","2.72","14440795.52","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/vlrx",
"VNDA","Vanda Pharmaceuticals Inc.","12.46","659927402.96","n/a","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vnda",
"VAPO","Vapotherm, Inc.","19.72","342881283.08","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/vapo",
"VAR","Varian Medical Systems, Inc.","120.76","10982608407.72","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/var",
"VBLT","Vascular Biogenics Ltd.","1.31","47004277.68","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vblt",
"VXRT","Vaxart, Inc.","0.6887","10871635.6945","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vxrt",
"VBIV","VBI Vaccines, Inc.","0.73","46777510.13","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vbiv",
"VCYT","Veracyte, Inc.","29.11","1212216173.33","n/a","2013","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","1.47","108599100.33","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","19.27","846171059.32","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vcel",
"VRML","Vermillion, Inc.","0.7455","72455666.85","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vrml",
"VRNA","Verona Pharma plc","4.46","41144516.88","9225228","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrna",
"VRCA","Verrica Pharmaceuticals Inc.","10.91","280479571.35","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrca",
"VRTX","Vertex Pharmaceuticals Incorporated","166.83","42728726488.8","n/a","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrtx",
"VERU","Veru Inc.","2.28","143161674.24","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/veru",
"VICL","Vical Incorporated","0.67","15303656.26","n/a","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vicl",
"VRAY","ViewRay, Inc.","9.41","912325170.48","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/vray",
"VKTX","Viking Therapeutics, Inc.","7.81","562692201.17","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","6.2046","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vktxw",
"VTGN","VistaGen Therapeutics, Inc.","0.51","21737712.15","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vtgn",
"VIVE","Viveve Medical, Inc.","0.1511","7024489.411","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/vive",
"VVUS","VIVUS, Inc.","3.38","35953614.32","n/a","1994","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vvus",
"VNRX","VolitionRX Limited","4.4","195714895.2","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vnrx",
"VYGR","Voyager Therapeutics, Inc.","23.01","847513454.97","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vygr",
"VTVT","vTv Therapeutics Inc.","1.38","74703711.12","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vtvt",
"WBA","Walgreens Boots Alliance, Inc.","55.05","49718047638.15","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/wba",
"WVE","WAVE Life Sciences Ltd.","21.16","725038957.16","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/wve",
"WCG","WellCare Health Plans, Inc.","290.6","14620624772.4","n/a","2004","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/wcg",
"WMGI","Wright Medical Group N.V.","27.84","3511238623.68","n/a","2011","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/wmgi",
"XFOR","X4 Pharmaceuticals, Inc.","12.01","149173543.78","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/xfor",
"XBIT","XBiotech Inc.","7.06","289189319.6","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xbit",
"XNCR","Xencor, Inc.","44.46","2505467140.02","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xncr",
"XBIO","Xenetic Biosciences, Inc.","2.78","9185726.04","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xbio",
"XENE","Xenon Pharmaceuticals Inc.","9.6","247420790.4","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xene",
"XERS","Xeris Pharmaceuticals, Inc.","11.99","323013345.71","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xers",
"XOMA","XOMA Corporation","18.98","165587593.6","n/a","1986","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xoma",
"XTNT","Xtant Medical Holdings, Inc.","2.81","36984551.22","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/xtnt",
"XTLB","XTL Biopharmaceuticals Ltd.","1.95","5268802.5","2701950","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xtlb",
"YMAB","Y-mAbs Therapeutics, Inc.","23.28","796028544.48","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ymab",
"ZFGN","Zafgen, Inc.","0.982","36655010.89","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zfgn",
